store,websites,attribute_set,type,category_ids,sku,has_options,name,manufacturer,url_key,meta_title,meta_description,image,small_image,thumbnail,gift_message_available,options_container,url_path,thumbnail_label,small_image_label,image_label,price,cost,weight,minimal_price,special_price,msrp,description,meta_keyword,in_depth,dimension,model,activation_information,short_description,custom_layout_update,color,status,tax_class_id,visibility,special_from_date,special_to_date,custom_design_from,custom_design_to,news_from_date,news_to_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,processor,memory,hardrive,screensize,computer_manufacturers,shoe_type,gender,shoe_size,shirt_size,country_orgin,finish,room,megapixels,ram_size,cpu_speed,max_resolution,response_time,harddrive_speed,contrast_ratio,msrp_enabled,price_type,sku_type,weight_type,price_view,shipment_type,country_of_manufacture,msrp_display_actual_price_type,page_layout,custom_design,is_recurring,frame_shape
admin,base,Cameras,simple,26,C530,0,Kodak EasyShare C530 5MP Digital Camera,Kodak,kodak-easyshare-c530-5mp-digital-camera,Kodak EasyShare C530 5MP Digital Camera,Kodak EasyShare C530 5MP Digital Camera,/k/o/kodak-easyshare-c530-5mp-digital-camera-2.jpg,/k/o/kodak-easyshare-c530-5mp-digital-camera-2.jpg,/k/o/kodak-easyshare-c530-5mp-digital-camera-2.jpg,No,Block after Info Column,kodak-easyshare-c530-5mp-digital-camera.html,,,,199.99,29.99,2,199.99,,,"Small on size. Big on value. Kodak's newest C-Series digital camera, the C530, sports awesome features--such as 5.0-megapixel CCD resolution, on-camera image cropping, and an on-camera Share button--at a very affordable price.","kodak, eayshare, c530, 5MP, digital, camera","<ul>
<ul class=""disc"">   

<li>5.0-megapixel CCD captures enough detail for photo-quality 13 x 17-inch prints<br></li>
<li>1.5-inch LCD display<br></li>
<li>Continuous QVGA video<br></li>
<li>Auto scene mode and three color modes; in-camera cropping<br></li>
<li>Powered by AA size batteries; stores images on SD memory cards (includes 16 MB internal memory)</li>
</ul>", 4 x 6 x 9 inches,C530 ,,"Small on size. Big on value. Kodak's newest C-Series digital camera, the C530, sports awesome features",,Silver,Enabled,Taxable Goods,"Catalog, Search",,,,,,,872,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,Kodak EasyShare C530 5MP Digital Camera,0,simple,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,17,ana_9,0,Anashria Womens Premier Leather Sandal,Anashria,anashria-womens-premier-leather-sandal-9,Anashria Womens Premier Leather Sandal,Anashria Womens Premier Leather Sandal,/a/n/anashria-womens-premier-leather-sandal-2.jpg,/a/n/anashria-womens-premier-leather-sandal-3.jpg,/a/n/anashria-womens-premier-leather-sandal-4.jpg,No,Block after Info Column,anashria-womens-premier-leather-sandal-9.html,,,,41.95,10,2,41.95,,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,"womens, sandal, leather, anashria, ",Womens Premier Leather Single Layer Narrow Strap - ,,B000KJ43SG,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,,Brown,Enabled,Taxable Goods,Not Visible Individually,,,,,,,456,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,Anashria Womens Premier Leather Sandal,0,simple,,,,,,,,Sandal,Womens,9,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Furniture,simple,22,1111,0,Ottoman,,ottoman,Ottoman,Ottoman,/o/t/ottoman.jpg,/o/t/ottoman.jpg,/o/t/ottoman.jpg,No,Block after Info Column,ottoman.html,,,,299.99,50,20,299.99,,,"The Magento ottoman will impress with its style while it delivers on quality. This piece of living room furniture is built to last with durable solid wood framing, generous padding and plush stain-resistant microfiber upholstery.",Ottoman,,,magotto,,"With durable solid wood framing, generous padding and plush stain-resistant microfiber upholstery.",,Red,Enabled,Taxable Goods,"Catalog, Search",,,,,,,706,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,Ottoman,0,simple,,,,,,,,,,,,Italy,Microfiber,Living Room,,,,,,,,,,,,,,,,,,,
admin,base,Furniture,simple,22,1112,0,Chair,,chair,Chair,Chair,/c/h/chair.jpg,/c/h/chair.jpg,/c/h/chair.jpg,No,Block after Info Column,chair.html,,,,129.99,50,50,129.99,,,"This Magento chair features a fun, futuristic design, with fluid curves and gentle angles that follow the shape of the body to enhance ultimate relaxation. It combines a hint of nostalgia with the up-to-date sensibility and function of modern chairs. It is in soft, velvety microfiber.",Chair,,,1112,,"Combining a hint of nostalgia with the up-to-date sensibility and function of modern chairs. It is in soft, velvety microfiber.",,Red,Enabled,Taxable Goods,"Catalog, Search",,,,,,,724,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,Chair,0,simple,,,,,,,,,,,,Italy,Microfiber,Living Room,,,,,,,,,,,,,,,,,,,
admin,base,Furniture,simple,22,1113,0,Couch,,couch,Couch,Couch,/c/o/couch.jpg,/c/o/couch.jpg,/c/o/couch.jpg,No,Block after Info Column,couch.html,,,,599.99,200,200,599.99,,,"Inspired by the classic camelback sofa, Magento offers comfort and style in a low maintenance package.  For a sleek, simple and stylish piece, look no further than the Magento sofa - or sofabed!",Couch,,,1113,,"For a sleek, simple and stylish piece, look no further than the Magento sofa - or sofabed!",,Red,Enabled,Taxable Goods,"Catalog, Search",,,,,,,956,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,Couch,0,simple,,,,,,,,,,,,Italy,Microfiber,Living Room,,,,,,,,,,,,,,,,,,,
admin,base,Furniture,grouped,22,1114,0,Magento Red Furniture Set,,magento-red-furniture-set,Magento Red Furniture Set,Magento Red Furniture Set,/m/a/magento-red-furniture-set.jpg,/m/a/magento-red-furniture-set.jpg,/m/a/magento-red-furniture-set.jpg,No,Block after Info Column,magento-red-furniture-set.html,,,,699.99,300,500,699.99,,,The perfect furniture set for the living room!  Love red?  You'll love these pieces of handmade modern furniture!,"Magento, Red, Furniture, Set, ottoman, couch, chair",,,RFS,,Love red?  You'll love these pieces of handmade modern furniture!,,Red,Enabled,Taxable Goods,"Catalog, Search",,,,,,,0,0,1,0,0,1,1,1,100,1,1,0000-00-00 00:00:00,,1,0,1,0,1,0,1,0,0,0,1,Magento Red Furniture Set,0,grouped,,,,,,,,,,,,Italy,Microfiber,Living Room,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,17,ana_3,0,Anashria Womens Premier Leather Sandal,Anashria,anashria-womens-premier-leather-sandal-3,Anashria Womens Premier Leather Sandal,Anashria Womens Premier Leather Sandal,/a/n/anashria-womens-premier-leather-sandal.jpg,/a/n/anashria-womens-premier-leather-sandal.jpg,/a/n/anashria-womens-premier-leather-sandal.jpg,No,Block after Info Column,anashria-womens-premier-leather-sandal-3.html,,,,41.95,10,2,41.95,,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,"womens, sandal, leather, anashria, ",Womens Premier Leather Single Layer Narrow Strap - ,,B000KJ43SG,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,,Brown,Enabled,Taxable Goods,Not Visible Individually,,,,,,,999,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,Anashria Womens Premier Leather Sandal,0,simple,,,,,,,,Sandal,Womens,3,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,17,ana_4,0,Anashria Womens Premier Leather Sandal,Anashria,anashria-womens-premier-leather-sandal-4,Anashria Womens Premier Leather Sandal,Anashria Womens Premier Leather Sandal,/a/n/anashria-womens-premier-leather-sandal-2.jpg,/a/n/anashria-womens-premier-leather-sandal-3.jpg,/a/n/anashria-womens-premier-leather-sandal-4.jpg,No,Block after Info Column,anashria-womens-premier-leather-sandal-4.html,,,,41.95,10,2,41.95,,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,"womens, sandal, leather, anashria, ",Womens Premier Leather Single Layer Narrow Strap - ,,B000KJ43SG,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,,Brown,Enabled,Taxable Goods,Not Visible Individually,,,,,,,617,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,Anashria Womens Premier Leather Sandal,0,simple,,,,,,,,Sandal,Womens,4,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,17,ana_5,0,Anashria Womens Premier Leather Sandal,Anashria,anashria-womens-premier-leather-sandal-5,Anashria Womens Premier Leather Sandal,Anashria Womens Premier Leather Sandal,/a/n/anashria-womens-premier-leather-sandal.jpg,/a/n/anashria-womens-premier-leather-sandal-1.jpg,/a/n/anashria-womens-premier-leather-sandal-2.jpg,No,Block after Info Column,anashria-womens-premier-leather-sandal-5.html,,,,41.95,10,2,41.95,,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,"womens, sandal, leather, anashria, ",Womens Premier Leather Single Layer Narrow Strap - ,,B000KJ43SG,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,,Brown,Enabled,Taxable Goods,Not Visible Individually,,,,,,,797,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,Anashria Womens Premier Leather Sandal,0,simple,,,,,,,,Sandal,Womens,5,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,17,ana_6,0,Anashria Womens Premier Leather Sandal,Anashria,anashria-womens-premier-leather-sandal-6,Anashria Womens Premier Leather Sandal,Anashria Womens Premier Leather Sandal,/a/n/anashria-womens-premier-leather-sandal.jpg,/a/n/anashria-womens-premier-leather-sandal-1.jpg,/a/n/anashria-womens-premier-leather-sandal-2.jpg,No,Block after Info Column,anashria-womens-premier-leather-sandal-6.html,,,,41.95,10,2,41.95,,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,"womens, sandal, leather, anashria, ",Womens Premier Leather Single Layer Narrow Strap - ,,B000KJ43SG,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,,Brown,Enabled,Taxable Goods,Not Visible Individually,,,,,,,856,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,Anashria Womens Premier Leather Sandal,0,simple,,,,,,,,Sandal,Womens,6,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,17,ana_7,0,Anashria Womens Premier Leather Sandal,Anashria,anashria-womens-premier-leather-sandal-7,Anashria Womens Premier Leather Sandal,Anashria Womens Premier Leather Sandal,/a/n/anashria-womens-premier-leather-sandal.jpg,/a/n/anashria-womens-premier-leather-sandal-1.jpg,/a/n/anashria-womens-premier-leather-sandal-2.jpg,No,Block after Info Column,anashria-womens-premier-leather-sandal-7.html,,,,41.95,10,2,41.95,,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,"womens, sandal, leather, anashria, ",Womens Premier Leather Single Layer Narrow Strap - ,,B000KJ43SG,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,,Brown,Enabled,Taxable Goods,Not Visible Individually,,,,,,,660,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,Anashria Womens Premier Leather Sandal,0,simple,,,,,,,,Sandal,Womens,7,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,17,ana_8,0,Anashria Womens Premier Leather Sandal,Anashria,anashria-womens-premier-leather-sandal-8,Anashria Womens Premier Leather Sandal,Anashria Womens Premier Leather Sandal,/a/n/anashria-womens-premier-leather-sandal.jpg,/a/n/anashria-womens-premier-leather-sandal-1.jpg,/a/n/anashria-womens-premier-leather-sandal-2.jpg,No,Block after Info Column,anashria-womens-premier-leather-sandal-8.html,,,,41.95,10,2,41.95,,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,"womens, sandal, leather, anashria, ",Womens Premier Leather Single Layer Narrow Strap - ,,B000KJ43SG,,Womens Premier Leather Single Layer Narrow Strap - NEW Colors Available - Womens Style - Genuine Top Grain Premier Leather - Rich Color Tones - Straps lined with 2000 lb test nylon - Guaranteed for the Life of the Sole - Non-slip sole - Note: Rainbow is in the process of unveiling a new toe post tag that is much smaller than the original tag.,,Brown,Enabled,Taxable Goods,Not Visible Individually,,,,,,,321,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,Anashria Womens Premier Leather Sandal,0,simple,,,,,,,,Sandal,Womens,8,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,configurable,"16,17",cn,1,CN Clogs Beach/Garden Clog,CN CLogs,cn-clogs-beach-garden-clog,CN Clogs Beach/Garden Clog,CN Clogs Beach/Garden Clog,/c/n/cn-clogs-beach-garden-clog.jpg,/c/n/cn-clogs-beach-garden-clog.jpg,/c/n/cn-clogs-beach-garden-clog.jpg,No,Product Info Column,cn-clogs-beach-garden-clog.html,,,,15.99,2,1,13.99,,,"Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.","cn, clogs, outdoor, shoes, sandals, comfortable","<ul>
<ul class=""disc"">
<li>Made of EVA foam<br></li>
<li>Heel strap keeps shoe on foot<br></li>
<li>Non-marking, slip-resistant outsole<br></li>
<li> Weigh just 6-10 ounces<br></li>
",,B000JI2N0I,,Comfortable and fun to wear these clogs are the latest trend in fashion footwear,,Blue,Enabled,Taxable Goods,"Catalog, Search",,,,,,,0,0,1,0,0,1,1,1,100,1,1,0000-00-00 00:00:00,,1,0,1,0,1,0,1,0,0,0,1,CN Clogs Beach/Garden Clog,0,configurable,,,,,,,,Sandal,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,"16,17",cn_4,0,CN Clogs Beach/Garden Clog,CN CLogs,cn-clogs-beach-garden-clog-4,CN Clogs Beach/Garden Clog,CN Clogs Beach/Garden Clog,/c/n/cn-clogs-beach-garden-clog.jpg,/c/n/cn-clogs-beach-garden-clog-1.jpg,/c/n/cn-clogs-beach-garden-clog-2.jpg,No,Block after Info Column,cn-clogs-beach-garden-clog-4.html,,,,15.99,1,1,15.99,,,"Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.",CN Clogs Beach/Garden Clog ,"    * Made of EVA foam
    * Heel strap keeps shoe on foot
    * Non-marking, slip-resistant outsole
    * Weigh just 6-10 ounces

",,B000JI2N0I,,Comfortable and fun to wear these clogs are the latest trend in fashion footwear,,Blue,Enabled,Taxable Goods,Not Visible Individually,,,,,,,859,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CN Clogs Beach/Garden Clog,0,simple,,,,,,,,Sandal,Womens,4,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,"16,17",cn_5,0,CN Clogs Beach/Garden Clog,CN CLogs,cn-clogs-beach-garden-clog-5,CN Clogs Beach/Garden Clog,CN Clogs Beach/Garden Clog,/c/n/cn-clogs-beach-garden-clog.jpg,/c/n/cn-clogs-beach-garden-clog-1.jpg,/c/n/cn-clogs-beach-garden-clog-2.jpg,No,Block after Info Column,cn-clogs-beach-garden-clog-5.html,,,,15.99,1,1,15.99,,,"Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.",CN Clogs Beach/Garden Clog ,"    * Made of EVA foam
    * Heel strap keeps shoe on foot
    * Non-marking, slip-resistant outsole
    * Weigh just 6-10 ounces

",,B000JI2N0I,,Comfortable and fun to wear these clogs are the latest trend in fashion footwear,,Blue,Enabled,Taxable Goods,Not Visible Individually,,,,,,,31,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CN Clogs Beach/Garden Clog,0,simple,,,,,,,,Sandal,Womens,5,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,"16,17",cn_6,0,CN Clogs Beach/Garden Clog,CN CLogs,cn-clogs-beach-garden-clog-6,CN Clogs Beach/Garden Clog,CN Clogs Beach/Garden Clog,/c/n/cn-clogs-beach-garden-clog.jpg,/c/n/cn-clogs-beach-garden-clog-1.jpg,/c/n/cn-clogs-beach-garden-clog-2.jpg,No,Block after Info Column,cn-clogs-beach-garden-clog-6.html,,,,15.99,1,1,15.99,,,"Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.",CN Clogs Beach/Garden Clog ,"    * Made of EVA foam
    * Heel strap keeps shoe on foot
    * Non-marking, slip-resistant outsole
    * Weigh just 6-10 ounces

",,B000JI2N0I,,Comfortable and fun to wear these clogs are the latest trend in fashion footwear,,Blue,Enabled,Taxable Goods,Not Visible Individually,,,,,,,303,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CN Clogs Beach/Garden Clog,0,simple,,,,,,,,Sandal,Womens,6,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,"16,17",cn_7,0,CN Clogs Beach/Garden Clog,CN CLogs,cn-clogs-beach-garden-clog-7,CN Clogs Beach/Garden Clog,CN Clogs Beach/Garden Clog,/c/n/cn-clogs-beach-garden-clog.jpg,/c/n/cn-clogs-beach-garden-clog-1.jpg,/c/n/cn-clogs-beach-garden-clog-2.jpg,No,Block after Info Column,cn-clogs-beach-garden-clog-7.html,,,,15.99,1,1,15.99,,,"Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.",CN Clogs Beach/Garden Clog ,"    * Made of EVA foam
    * Heel strap keeps shoe on foot
    * Non-marking, slip-resistant outsole
    * Weigh just 6-10 ounces

",,B000JI2N0I,,Comfortable and fun to wear these clogs are the latest trend in fashion footwear,,Blue,Enabled,Taxable Goods,Not Visible Individually,,,,,,,621,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CN Clogs Beach/Garden Clog,0,simple,,,,,,,,Sandal,Womens,7,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,"16,17",cn_m8,0,CN Clogs Beach/Garden Clog,CN CLogs,cn-clogs-beach-garden-clog-8,CN Clogs Beach/Garden Clog,CN Clogs Beach/Garden Clog,/c/n/cn-clogs-beach-garden-clog.jpg,/c/n/cn-clogs-beach-garden-clog-1.jpg,/c/n/cn-clogs-beach-garden-clog-2.jpg,No,Block after Info Column,cn-clogs-beach-garden-clog-8.html,,,,15.99,1,1,15.99,,,"Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.",CN Clogs Beach/Garden Clog ,"    * Made of EVA foam
    * Heel strap keeps shoe on foot
    * Non-marking, slip-resistant outsole
    * Weigh just 6-10 ounces

",,B000JI2N0I,,Comfortable and fun to wear these clogs are the latest trend in fashion footwear,,Blue,Enabled,Taxable Goods,Not Visible Individually,,,,,,,191,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CN Clogs Beach/Garden Clog,0,simple,,,,,,,,Sandal,Mens,8,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,"16,17",cn_m9,0,CN Clogs Beach/Garden Clog,CN CLogs,cn-clogs-beach-garden-clog-9,CN Clogs Beach/Garden Clog,CN Clogs Beach/Garden Clog,/c/n/cn-clogs-beach-garden-clog.jpg,/c/n/cn-clogs-beach-garden-clog-1.jpg,/c/n/cn-clogs-beach-garden-clog-2.jpg,No,Block after Info Column,cn-clogs-beach-garden-clog-9.html,,,,15.99,1,1,15.99,,,"Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.",CN Clogs Beach/Garden Clog ,"    * Made of EVA foam
    * Heel strap keeps shoe on foot
    * Non-marking, slip-resistant outsole
    * Weigh just 6-10 ounces

",,B000JI2N0I,,Comfortable and fun to wear these clogs are the latest trend in fashion footwear,,Blue,Enabled,Taxable Goods,Not Visible Individually,,,,,,,948,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CN Clogs Beach/Garden Clog,0,simple,,,,,,,,Sandal,Mens,9,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,"16,17",cn_m10,0,CN Clogs Beach/Garden Clog,CN CLogs,cn-clogs-beach-garden-clog-10,CN Clogs Beach/Garden Clog,CN Clogs Beach/Garden Clog,/c/n/cn-clogs-beach-garden-clog.jpg,/c/n/cn-clogs-beach-garden-clog-1.jpg,/c/n/cn-clogs-beach-garden-clog-2.jpg,No,Block after Info Column,cn-clogs-beach-garden-clog-10.html,,,,15.99,1,1,15.99,,,"Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.",CN Clogs Beach/Garden Clog ,"    * Made of EVA foam
    * Heel strap keeps shoe on foot
    * Non-marking, slip-resistant outsole
    * Weigh just 6-10 ounces

",,B000JI2N0I,,Comfortable and fun to wear these clogs are the latest trend in fashion footwear,,Blue,Enabled,Taxable Goods,Not Visible Individually,,,,,,,533,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CN Clogs Beach/Garden Clog,0,simple,,,,,,,,Sandal,Mens,10,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,"16,17",cn_m11,0,CN Clogs Beach/Garden Clog,CN CLogs,cn-clogs-beach-garden-clog-11,CN Clogs Beach/Garden Clog,CN Clogs Beach/Garden Clog,/c/n/cn-clogs-beach-garden-clog.jpg,/c/n/cn-clogs-beach-garden-clog-1.jpg,/c/n/cn-clogs-beach-garden-clog-2.jpg,No,Block after Info Column,cn-clogs-beach-garden-clog-11.html,,,,15.99,1,1,15.99,,,"Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.",CN Clogs Beach/Garden Clog ,"    * Made of EVA foam
    * Heel strap keeps shoe on foot
    * Non-marking, slip-resistant outsole
    * Weigh just 6-10 ounces

",,B000JI2N0I,,Comfortable and fun to wear these clogs are the latest trend in fashion footwear,,Blue,Enabled,Taxable Goods,Not Visible Individually,,,,,,,293,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CN Clogs Beach/Garden Clog,0,simple,,,,,,,,Sandal,Mens,11,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,"16,17",cn_m12,0,CN Clogs Beach/Garden Clog,CN CLogs,cn-clogs-beach-garden-clog-12,CN Clogs Beach/Garden Clog,CN Clogs Beach/Garden Clog,/c/n/cn-clogs-beach-garden-clog.jpg,/c/n/cn-clogs-beach-garden-clog-1.jpg,/c/n/cn-clogs-beach-garden-clog-2.jpg,No,Block after Info Column,cn-clogs-beach-garden-clog-12.html,,,,15.99,1,1,15.99,,,"Comfortable and fun to wear these clogs are the latest trend in fashion footwear. Wear them either at the beach, in your garden, at the mall or just about anywhere you would want to be comfortable.",CN Clogs Beach/Garden Clog ,"    * Made of EVA foam
    * Heel strap keeps shoe on foot
    * Non-marking, slip-resistant outsole
    * Weigh just 6-10 ounces

",,B000JI2N0I,,Comfortable and fun to wear these clogs are the latest trend in fashion footwear,,Blue,Enabled,Taxable Goods,Not Visible Individually,,,,,,,563,0,1,0,0,1,1,1,100,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,CN Clogs Beach/Garden Clog,0,simple,,,,,,,,Sandal,Mens,12,,,,,,,,,,,,,,,,,,,,,,,
